exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor
953,4,3.8,128,32,1,512,4,8,2,8,2,128,96,64,8,BiModeBP
954,1,2.4,32,16,2,2048,16,8,12,4,4,128,128,8,16,LocalBP
955,1,3.0,64,32,8,512,8,4,8,4,2,256,128,8,64,TAGE_SC_L_64KB
956,4,1.0,32,32,2,1024,8,4,4,2,4,32,32,64,16,LocalBP
957,1,1.4,16,64,2,2048,4,12,4,12,2,64,32,32,16,BiModeBP
958,16,4.0,16,32,8,512,16,2,4,4,2,64,16,8,8,BiModeBP
959,32,1.2,16,64,2,2048,4,2,2,2,8,32,128,16,8,TAGE
960,32,2.6,128,64,2,256,8,12,4,12,8,32,128,32,64,BiModeBP
961,16,2.0,64,32,2,1024,4,8,8,8,12,64,96,64,16,BiModeBP
962,1,3.2,64,128,4,512,8,4,2,12,12,32,96,32,64,TAGE_SC_L_64KB
963,2,2.2,128,64,1,128,2,4,2,2,2,64,16,16,8,TAGE_SC_L_64KB
964,2,1.6,32,64,2,1024,2,8,4,12,8,32,64,32,8,TAGE
965,2,4.0,64,64,2,256,16,2,2,4,2,64,128,16,16,TAGE_SC_L_64KB
966,4,4.0,128,32,4,1024,4,8,2,2,4,192,16,16,16,TAGE
967,32,1.4,64,64,8,128,4,8,4,2,2,128,128,8,32,TAGE_SC_L_64KB
968,1,2.6,64,32,2,256,2,12,12,2,2,256,32,16,32,MultiperspectivePerceptron64KB
969,2,3.8,128,64,1,1024,4,4,4,12,2,256,96,32,32,LocalBP
970,32,1.0,64,64,1,128,4,12,2,2,2,256,64,16,32,TournamentBP
971,4,2.8,32,32,8,1024,2,2,12,12,12,192,64,16,32,BiModeBP
972,8,2.8,32,128,8,128,4,8,2,8,8,256,64,8,8,TournamentBP
973,4,1.4,128,128,1,1024,4,8,12,4,12,64,96,16,16,TAGE_SC_L_64KB
974,2,3.2,16,64,4,256,16,8,12,12,8,192,64,64,16,TAGE_SC_L_64KB
975,32,1.0,64,16,2,128,4,2,2,12,4,32,16,32,8,TAGE
976,1,2.2,64,128,8,256,2,12,8,4,2,192,64,64,16,TAGE_SC_L_64KB
977,32,2.6,32,16,2,1024,4,2,12,2,4,32,128,8,16,MultiperspectivePerceptron64KB
978,4,3.6,64,128,2,2048,8,12,4,2,8,192,64,64,8,TournamentBP
979,32,1.8,16,64,4,2048,16,12,12,8,12,256,16,8,64,BiModeBP
980,1,2.4,64,32,8,512,4,12,2,4,2,256,64,32,32,LocalBP
981,16,3.8,32,32,8,128,4,12,8,12,8,128,16,64,8,BiModeBP
982,32,3.6,16,16,8,512,8,2,4,4,8,256,32,64,64,TAGE
983,4,1.4,64,128,1,512,4,12,2,8,2,256,32,32,8,MultiperspectivePerceptron64KB
984,4,1.8,128,128,4,2048,16,12,12,2,12,192,128,32,16,LocalBP
985,1,1.0,32,32,4,128,8,4,12,8,8,192,32,16,16,LocalBP
986,1,2.6,64,16,4,1024,8,2,12,2,12,256,16,32,64,BiModeBP
987,32,1.4,16,128,1,2048,8,2,4,12,8,128,16,32,16,TAGE
988,1,1.2,16,16,1,2048,4,8,2,12,4,192,32,16,64,LocalBP
989,1,1.4,64,32,4,256,2,4,8,12,8,64,16,64,8,TournamentBP
990,8,1.6,64,128,2,256,2,8,8,12,12,128,32,32,16,LocalBP
991,32,2.6,16,128,1,512,16,4,4,12,8,32,16,8,32,LocalBP
992,16,4.0,128,32,4,256,16,2,12,12,4,64,96,32,8,MultiperspectivePerceptron64KB
993,8,2.0,64,16,8,256,8,12,2,4,12,32,96,8,8,TournamentBP
994,4,3.6,32,16,8,256,8,8,8,4,8,128,96,8,8,LocalBP
995,32,3.4,64,32,4,256,8,12,2,2,2,64,128,16,16,TAGE
996,4,3.6,128,128,4,128,16,4,4,4,2,64,32,64,8,TournamentBP
997,2,1.6,32,128,1,128,16,4,8,2,2,64,128,32,16,LocalBP
998,32,3.2,16,16,2,512,16,12,8,12,2,192,96,32,16,BiModeBP
999,8,2.0,32,64,4,2048,4,12,4,4,8,128,16,16,16,LocalBP
1000,1,1.6,32,16,1,256,2,8,4,4,12,32,128,16,64,BiModeBP
1001,2,1.2,128,64,8,128,8,2,12,4,2,192,96,64,16,TAGE
1002,1,1.0,16,16,4,128,2,2,8,4,12,256,128,64,64,TournamentBP
1003,32,2.8,32,64,8,1024,2,4,4,2,4,192,32,32,8,TournamentBP
1004,2,3.8,128,128,8,1024,4,8,2,2,4,256,128,8,8,BiModeBP
1005,16,1.2,16,16,1,256,2,4,4,2,12,192,16,8,32,TAGE_SC_L_64KB
1006,1,2.4,16,128,8,256,2,8,2,12,4,256,32,8,32,TAGE
1007,2,1.6,64,32,2,1024,8,8,8,2,2,192,96,16,8,TAGE_SC_L_64KB
1008,8,3.2,16,128,4,2048,16,12,8,12,12,64,96,64,64,TournamentBP
1009,2,1.8,32,32,2,128,2,8,4,2,2,64,64,16,8,MultiperspectivePerceptron64KB
1010,16,3.8,128,128,2,128,8,8,12,8,12,192,64,32,32,TAGE
1011,8,3.4,128,32,1,256,4,12,4,2,8,192,96,8,32,MultiperspectivePerceptron64KB
1012,1,3.8,32,128,8,512,2,8,4,4,12,128,32,64,16,LocalBP
1013,16,4.0,32,128,8,2048,16,12,12,2,8,192,128,32,32,TournamentBP
1014,32,2.6,16,128,4,512,8,4,2,12,12,32,128,64,16,BiModeBP
1015,32,2.6,64,16,1,512,16,2,4,4,2,192,16,8,16,TAGE
1016,32,1.2,128,64,4,2048,16,8,8,8,4,256,32,8,64,TAGE_SC_L_64KB
1017,16,3.4,32,128,2,128,16,2,8,8,2,128,64,64,32,MultiperspectivePerceptron64KB
1018,4,3.0,128,32,1,1024,4,4,4,12,8,128,96,8,32,TAGE
1019,16,1.0,64,128,2,256,4,8,8,4,4,128,128,32,16,BiModeBP
1020,2,2.0,128,32,4,1024,8,12,12,12,8,32,128,16,64,TAGE_SC_L_64KB
1021,16,2.8,16,64,8,128,16,8,8,12,12,256,64,16,32,MultiperspectivePerceptron64KB
1022,32,2.8,128,64,8,2048,4,2,2,2,4,192,128,32,32,TournamentBP
1023,16,3.8,128,128,1,2048,8,4,12,8,4,192,64,64,32,TAGE_SC_L_64KB
1024,16,3.8,128,64,1,1024,16,8,4,8,2,256,16,64,64,TAGE_SC_L_64KB
1025,1,2.6,16,64,2,2048,16,8,8,8,2,64,96,8,32,TournamentBP
1026,2,2.0,32,64,8,128,16,8,8,4,12,64,16,16,8,LocalBP
1027,4,2.2,128,128,1,128,16,8,4,4,2,128,16,16,16,TAGE_SC_L_64KB
1028,4,3.8,128,32,8,256,2,8,2,12,8,32,128,32,32,TAGE_SC_L_64KB
1029,8,1.8,128,64,4,2048,16,12,12,4,12,192,16,8,16,MultiperspectivePerceptron64KB
1030,4,3.2,32,16,1,128,16,12,4,4,12,32,16,64,8,TAGE
1031,16,2.2,32,32,1,512,16,2,8,4,2,64,96,8,32,TAGE
1032,2,3.0,16,32,4,512,4,2,12,2,12,32,16,32,16,LocalBP
1033,1,2.6,64,32,8,512,4,2,12,8,12,64,128,64,32,TournamentBP
1034,1,3.8,128,128,4,2048,8,8,4,12,8,32,96,32,16,LocalBP
1035,8,2.6,32,32,4,128,2,2,12,4,8,128,32,16,16,TAGE
1036,32,3.0,64,128,4,2048,16,4,2,12,2,128,16,32,16,TAGE_SC_L_64KB
1037,8,1.0,16,128,4,512,4,2,4,4,12,256,32,8,16,BiModeBP
1038,2,1.4,16,128,2,2048,8,12,4,2,8,64,128,16,64,TAGE_SC_L_64KB
1039,4,1.0,32,32,2,256,8,8,4,4,4,128,128,32,32,TAGE_SC_L_64KB
1040,2,2.8,16,16,8,2048,8,4,12,2,2,256,64,32,32,TAGE
1041,1,3.8,64,64,2,128,4,12,4,2,4,256,96,64,8,TournamentBP
1042,2,1.0,128,32,2,512,8,8,8,4,12,64,32,16,64,TAGE_SC_L_64KB
1043,4,3.8,16,64,1,128,4,12,8,2,12,64,96,32,32,LocalBP
1044,16,2.4,16,128,4,2048,2,8,4,8,12,192,32,32,32,TAGE
1045,2,1.6,16,16,4,128,8,4,8,2,2,256,16,16,32,BiModeBP
1046,1,2.6,64,16,2,256,4,12,12,4,12,128,16,16,64,MultiperspectivePerceptron64KB
1047,2,2.2,32,16,8,256,16,4,2,8,8,192,128,64,8,BiModeBP
1048,16,1.6,32,128,8,256,4,12,12,4,4,128,96,32,32,TAGE
1049,32,3.6,16,16,1,128,2,4,12,4,12,64,16,16,32,TAGE
1050,4,2.8,64,64,1,256,8,4,8,12,8,32,32,64,8,MultiperspectivePerceptron64KB
1051,8,3.2,64,128,1,512,8,8,8,8,8,128,16,16,16,TAGE
1052,8,2.2,32,16,2,1024,16,4,4,2,8,64,96,8,16,LocalBP
1053,4,2.8,16,64,4,2048,4,12,12,2,4,192,64,16,32,TournamentBP
1054,8,4.0,128,32,4,1024,4,12,4,12,4,256,96,64,8,BiModeBP
1055,32,3.4,32,64,8,512,8,12,8,8,4,32,64,8,8,TAGE_SC_L_64KB
1056,16,1.0,64,64,1,256,8,4,4,2,2,128,96,64,16,LocalBP
1057,16,1.8,128,64,8,2048,2,2,2,8,12,128,96,32,32,TAGE
1058,16,2.2,32,128,8,2048,16,2,4,2,2,192,128,64,16,BiModeBP
1059,1,1.2,128,64,2,128,16,12,4,4,12,256,64,16,64,LocalBP
1060,16,3.6,128,64,4,256,8,4,2,8,2,256,32,64,64,TournamentBP
1061,16,1.0,16,32,2,1024,8,4,4,12,4,64,96,8,32,TournamentBP
1062,1,3.2,128,128,8,512,8,2,8,4,4,128,128,64,16,LocalBP
1063,2,2.4,32,64,4,1024,8,12,2,2,8,256,16,16,32,LocalBP
1064,16,4.0,64,64,8,1024,16,2,2,12,8,32,128,8,64,TAGE
1065,4,3.8,64,64,2,512,2,8,12,8,8,256,16,8,32,BiModeBP
1066,2,2.2,128,64,2,128,16,8,2,12,12,128,64,64,16,TAGE
1067,1,1.6,128,32,4,512,16,2,4,12,4,192,32,32,32,TournamentBP
1068,2,3.2,64,64,4,2048,16,4,4,2,12,256,128,8,8,LocalBP
1069,16,1.0,128,32,8,256,2,12,12,4,4,192,16,16,16,TAGE_SC_L_64KB
1070,1,3.8,128,128,2,512,4,12,4,2,12,32,128,16,16,BiModeBP
1071,32,2.4,64,16,8,512,8,4,8,2,12,128,32,64,8,TAGE
1072,4,3.6,32,128,4,256,16,4,2,2,4,32,64,64,64,BiModeBP
1073,8,1.6,128,16,8,512,16,8,12,8,2,256,32,64,8,TAGE_SC_L_64KB
1074,32,4.0,128,128,8,2048,4,2,12,2,2,64,16,64,8,TAGE_SC_L_64KB
1075,32,2.4,16,32,1,2048,8,12,2,8,8,64,64,16,32,MultiperspectivePerceptron64KB
1076,16,1.0,32,32,4,2048,8,8,4,4,2,128,64,32,64,BiModeBP
1077,4,4.0,32,16,4,1024,8,4,4,4,8,192,32,8,32,TournamentBP
1078,1,1.2,16,64,1,1024,2,2,12,4,8,192,32,32,64,BiModeBP
1079,8,3.6,32,16,1,1024,16,4,2,2,2,192,16,8,8,MultiperspectivePerceptron64KB
1080,2,1.2,128,16,2,128,8,4,8,12,12,256,32,16,32,LocalBP
1081,4,1.8,128,64,4,1024,16,2,8,4,2,32,96,64,32,MultiperspectivePerceptron64KB
1082,32,1.0,16,64,8,2048,4,8,12,12,8,128,16,16,8,LocalBP
1083,16,2.2,32,16,1,2048,16,12,8,8,4,192,16,8,32,TAGE
1084,16,2.6,64,64,4,128,16,8,4,8,12,128,96,8,16,TAGE
1085,16,1.6,128,128,4,2048,4,8,2,8,12,64,16,64,16,MultiperspectivePerceptron64KB
1086,32,2.4,128,32,8,128,8,12,12,2,2,64,128,32,16,BiModeBP
1087,8,1.6,128,64,8,128,8,12,8,2,8,32,96,32,8,BiModeBP
1088,4,3.4,64,16,4,1024,16,2,8,8,4,256,128,64,16,TournamentBP
1089,16,2.8,32,64,8,2048,2,4,4,12,4,192,128,8,16,TAGE_SC_L_64KB
1090,4,2.8,64,64,1,2048,16,8,4,2,12,192,96,16,32,TournamentBP
1091,2,1.2,64,16,1,128,2,12,8,4,2,32,16,8,8,TournamentBP
1092,8,3.0,16,128,8,512,8,8,4,2,4,64,64,64,32,TournamentBP
1093,4,2.2,32,128,2,256,2,4,4,4,8,32,96,64,64,TournamentBP
1094,1,4.0,64,64,1,256,8,12,8,2,12,64,96,16,32,MultiperspectivePerceptron64KB
1095,1,2.6,128,16,8,1024,2,12,8,4,8,128,128,8,32,TAGE
1096,8,3.2,16,128,4,256,4,2,2,2,12,256,32,64,32,TournamentBP
1097,8,3.2,64,64,1,256,4,2,2,2,8,64,96,64,8,MultiperspectivePerceptron64KB
1098,1,3.8,32,32,8,256,4,4,12,8,2,32,96,8,64,BiModeBP
1099,32,1.0,32,16,1,1024,8,12,8,4,8,192,64,16,32,TAGE
1100,2,2.4,32,32,4,512,2,8,4,4,8,192,96,8,16,TAGE
1101,4,2.0,64,128,1,128,2,2,4,12,4,32,64,32,64,TAGE_SC_L_64KB
1102,8,3.2,128,128,4,512,4,2,12,4,2,128,64,64,8,TournamentBP
1103,1,2.2,128,32,8,128,8,2,4,8,8,192,128,8,16,TournamentBP
1104,32,2.2,64,32,4,2048,2,12,2,12,8,32,32,32,64,TAGE_SC_L_64KB
1105,1,3.0,32,32,8,2048,4,4,2,4,12,192,96,8,32,LocalBP
1106,4,2.8,16,32,8,512,16,4,2,4,8,64,32,8,8,LocalBP
1107,8,3.4,128,16,4,512,8,4,2,4,8,32,32,32,16,TAGE_SC_L_64KB
1108,4,1.8,64,128,1,2048,16,12,12,12,8,256,64,32,16,TAGE_SC_L_64KB
1109,32,1.6,128,32,8,512,16,12,12,8,2,192,16,8,32,MultiperspectivePerceptron64KB
1110,16,2.0,32,128,1,128,2,2,8,2,8,192,64,8,32,TournamentBP
1111,2,3.4,32,64,2,128,2,8,4,4,8,32,64,32,16,MultiperspectivePerceptron64KB
1112,1,1.2,128,16,1,256,8,8,4,12,2,64,96,32,64,BiModeBP
1113,2,2.4,16,64,4,2048,16,4,8,8,12,192,96,8,32,LocalBP
1114,1,2.8,128,16,8,256,2,8,8,4,2,128,128,64,64,LocalBP
1115,4,1.0,64,16,4,2048,2,2,8,4,2,64,96,8,32,TournamentBP
1116,1,3.6,32,128,2,128,16,8,2,2,12,192,16,8,8,BiModeBP
1117,8,4.0,64,128,1,256,8,2,12,2,8,256,32,64,16,TournamentBP
1118,32,3.2,16,32,8,1024,16,12,8,2,4,32,16,64,32,TAGE_SC_L_64KB
1119,16,2.0,128,16,4,2048,8,4,4,8,4,192,64,32,64,TAGE
1120,8,1.6,128,16,2,1024,4,2,8,8,12,256,16,64,8,MultiperspectivePerceptron64KB
1121,16,1.2,128,64,4,2048,2,2,4,4,12,192,32,32,16,TournamentBP
1122,1,3.6,32,128,8,2048,16,12,8,8,12,128,16,8,16,TAGE
1123,32,2.4,64,16,1,1024,16,2,8,8,2,128,64,8,8,BiModeBP
1124,2,3.4,128,32,1,256,8,4,4,4,12,192,64,64,32,MultiperspectivePerceptron64KB
1125,8,4.0,64,128,1,1024,8,12,8,2,2,192,64,32,16,LocalBP
1126,2,3.8,32,32,8,1024,4,2,2,8,8,192,32,8,8,MultiperspectivePerceptron64KB
1127,1,2.2,16,64,4,2048,16,12,2,8,2,128,96,16,32,TournamentBP
1128,16,2.4,64,16,2,256,8,12,8,12,2,32,32,8,32,TAGE
1129,4,1.0,64,32,4,2048,8,8,2,2,4,32,32,32,8,MultiperspectivePerceptron64KB
1130,1,2.2,128,16,4,512,16,8,8,8,4,64,96,8,16,LocalBP
1131,4,1.6,128,64,4,128,2,8,12,4,8,32,96,16,16,LocalBP
1132,16,1.0,64,16,4,256,16,8,12,2,2,192,32,64,8,TAGE_SC_L_64KB
1133,2,3.4,32,64,4,512,4,12,2,8,2,64,128,64,16,BiModeBP
1134,2,2.8,128,32,4,256,4,12,4,2,4,192,96,64,8,BiModeBP
1135,2,3.6,128,128,4,512,16,8,12,2,2,128,64,8,64,LocalBP
1136,4,1.2,128,32,4,2048,4,4,12,12,4,128,128,8,16,LocalBP
1137,1,3.6,32,128,2,128,16,12,8,12,2,192,128,32,32,TournamentBP
1138,32,3.0,32,32,8,1024,8,4,8,4,2,64,128,32,64,TournamentBP
1139,2,4.0,64,32,1,2048,4,8,8,12,4,192,32,16,16,TAGE
1140,1,2.4,128,128,2,256,4,8,8,2,2,128,64,32,8,TournamentBP
1141,32,2.8,64,32,8,128,8,4,2,8,4,128,128,32,32,MultiperspectivePerceptron64KB
1142,2,3.4,16,128,4,128,4,12,2,8,8,256,32,32,32,TAGE
1143,1,1.2,128,128,4,128,8,8,2,4,8,192,128,64,16,TAGE
1144,16,1.4,64,64,8,256,2,4,8,8,2,256,128,16,64,TournamentBP
1145,32,1.2,128,16,2,512,2,4,4,8,12,128,96,32,64,TAGE_SC_L_64KB
1146,2,2.8,32,64,2,1024,4,2,8,12,4,256,64,64,32,TAGE
1147,2,3.0,128,32,2,256,8,4,4,8,8,64,16,16,64,TAGE
1148,2,3.0,32,32,2,128,4,4,8,2,12,256,16,64,64,TAGE_SC_L_64KB
1149,16,3.6,32,16,4,512,8,8,4,8,2,64,16,8,32,BiModeBP
1150,4,1.8,32,16,1,256,16,4,8,12,12,256,32,32,64,LocalBP
1151,16,2.0,128,16,4,1024,2,12,8,8,8,192,64,32,32,BiModeBP
1152,4,4.0,128,16,4,2048,8,12,12,12,12,32,16,8,8,MultiperspectivePerceptron64KB
1153,32,3.4,16,16,2,2048,2,4,2,8,4,128,64,8,32,TAGE
1154,1,2.0,32,128,4,256,4,2,12,2,12,64,32,8,64,MultiperspectivePerceptron64KB
1155,4,3.6,16,32,8,1024,8,2,8,12,12,128,64,8,16,TAGE
1156,2,3.2,128,16,1,1024,8,2,2,2,12,256,96,16,64,LocalBP
1157,32,3.8,128,32,8,128,8,2,2,2,2,256,32,64,32,MultiperspectivePerceptron64KB
1158,2,1.8,32,16,2,512,8,12,2,8,8,256,64,64,16,MultiperspectivePerceptron64KB
1159,32,3.2,128,64,2,128,4,4,8,8,12,192,32,64,32,LocalBP
1160,2,1.4,64,32,4,512,2,4,12,8,2,32,64,16,64,TAGE_SC_L_64KB
1161,1,3.6,32,128,8,1024,2,4,12,2,4,32,64,32,16,BiModeBP
1162,1,1.6,16,32,4,1024,16,8,8,4,12,64,64,16,16,MultiperspectivePerceptron64KB
1163,32,4.0,32,64,4,256,2,2,12,4,12,128,128,8,32,BiModeBP
1164,16,1.4,32,128,1,512,16,2,12,4,8,32,96,64,8,LocalBP
1165,16,1.4,32,16,4,256,16,2,4,12,12,192,16,64,64,TAGE
1166,4,2.0,64,16,8,2048,2,4,2,12,12,32,32,16,64,LocalBP
1167,1,3.4,32,64,8,2048,2,12,4,4,2,64,16,16,32,LocalBP
1168,2,2.4,128,128,4,512,4,4,4,2,8,192,16,16,16,LocalBP
1169,4,2.4,16,64,8,256,16,4,2,4,4,32,32,16,32,TournamentBP
1170,8,3.6,128,32,1,2048,8,8,2,4,8,256,96,32,8,BiModeBP
1171,32,2.0,16,32,1,1024,2,2,2,4,2,64,64,16,8,MultiperspectivePerceptron64KB
1172,32,4.0,128,32,8,2048,4,2,2,2,12,192,64,16,16,MultiperspectivePerceptron64KB
1173,4,2.2,16,64,4,128,16,8,12,4,8,256,32,16,32,BiModeBP
1174,16,2.6,128,128,8,256,2,8,2,2,12,192,96,8,32,TAGE
1175,8,3.4,32,64,1,512,8,8,12,12,12,128,128,8,8,TAGE
1176,8,2.0,128,32,2,2048,2,4,12,4,4,64,128,64,8,BiModeBP
1177,8,3.8,64,16,2,128,8,4,2,8,4,32,128,16,32,TAGE
1178,1,3.0,16,128,8,1024,2,2,2,12,8,192,64,8,16,LocalBP
1179,16,2.6,128,32,2,2048,16,2,12,12,12,256,32,32,64,MultiperspectivePerceptron64KB
1180,1,3.8,128,64,4,1024,16,8,4,2,12,64,16,64,16,TAGE_SC_L_64KB
1181,1,3.6,64,16,4,256,16,8,4,2,4,64,32,64,32,MultiperspectivePerceptron64KB
1182,1,2.0,64,64,1,512,2,8,4,12,8,256,64,32,32,TAGE_SC_L_64KB
1183,1,1.8,64,32,2,2048,8,4,4,2,2,64,96,64,16,TAGE_SC_L_64KB
1184,8,4.0,32,64,2,256,4,4,2,12,4,64,128,64,64,BiModeBP
1185,2,1.2,32,16,8,512,2,2,2,12,2,256,128,32,8,BiModeBP
1186,8,1.0,32,16,4,1024,16,4,8,12,8,128,16,16,64,BiModeBP
1187,16,3.2,64,16,2,256,8,2,4,2,2,192,16,32,8,TAGE_SC_L_64KB
1188,8,2.2,16,32,8,1024,2,4,12,12,2,256,32,64,8,TournamentBP
1189,32,2.0,64,16,8,1024,16,4,4,8,8,64,64,8,16,BiModeBP
1190,2,4.0,128,128,8,2048,4,8,4,2,4,192,32,64,8,BiModeBP
1191,2,4.0,128,64,4,256,8,8,8,2,2,128,16,16,64,LocalBP
1192,2,2.2,64,16,4,256,2,8,2,4,12,64,64,64,8,LocalBP
1193,2,3.4,32,16,4,1024,16,8,8,2,12,128,32,16,32,LocalBP
1194,32,4.0,16,64,2,2048,8,12,4,8,8,64,32,32,64,TournamentBP
1195,1,1.0,128,128,8,128,8,8,4,2,4,128,64,16,16,TournamentBP
1196,1,2.8,16,16,2,1024,4,12,12,4,12,192,96,16,64,LocalBP
1197,4,2.8,32,64,8,1024,16,8,4,2,8,64,96,16,8,TAGE
1198,1,1.4,32,32,4,2048,2,12,2,2,12,64,64,64,32,TAGE_SC_L_64KB
1199,1,3.4,64,16,2,1024,8,4,12,12,2,256,64,8,32,TournamentBP
1200,8,3.4,64,128,8,256,4,4,8,12,12,128,128,8,8,BiModeBP
1201,16,1.8,64,32,8,512,8,2,8,4,4,64,16,64,8,MultiperspectivePerceptron64KB
1202,16,1.4,32,16,1,2048,2,12,2,4,12,32,64,16,64,LocalBP
1203,16,2.6,64,128,1,128,2,4,4,4,4,32,32,32,16,TAGE
1204,8,2.8,32,32,1,1024,4,2,12,2,4,128,128,32,64,MultiperspectivePerceptron64KB
1205,32,1.8,32,32,8,256,4,4,8,8,2,256,96,64,32,BiModeBP
1206,1,2.2,32,128,1,512,16,12,12,12,8,192,32,64,64,LocalBP
1207,32,1.8,16,128,1,2048,4,12,2,2,8,128,16,64,32,BiModeBP
1208,2,3.2,64,32,4,512,4,12,8,4,8,64,96,16,32,TAGE
1209,1,2.6,128,128,2,1024,4,12,2,12,4,64,128,64,64,TAGE_SC_L_64KB
1210,2,3.6,64,64,4,1024,4,12,2,2,12,256,32,8,16,TAGE_SC_L_64KB
1211,8,2.4,32,64,2,128,4,4,2,4,8,192,64,8,64,TAGE_SC_L_64KB
1212,16,2.6,32,32,8,2048,16,4,4,4,2,64,128,32,64,BiModeBP
1213,4,3.0,64,64,8,1024,16,4,4,12,4,64,128,64,16,BiModeBP
1214,2,1.8,64,128,4,512,4,2,12,12,4,256,16,32,64,TournamentBP
1215,32,2.4,64,128,8,2048,16,12,12,8,12,256,96,8,8,LocalBP
1216,8,1.8,32,16,8,256,4,12,2,12,4,192,16,32,16,LocalBP
1217,4,3.4,32,64,8,1024,16,2,8,2,12,32,128,8,64,LocalBP
1218,4,1.0,16,16,8,128,8,4,12,2,8,64,128,32,8,TournamentBP
1219,32,1.6,16,128,1,512,16,2,4,8,8,256,64,64,16,MultiperspectivePerceptron64KB
1220,16,2.6,16,64,1,512,16,2,8,2,2,192,32,16,64,TAGE_SC_L_64KB
1221,8,1.6,64,64,8,1024,2,8,2,12,4,256,16,16,8,MultiperspectivePerceptron64KB
1222,8,3.4,64,32,8,512,8,2,8,4,8,256,128,32,64,TournamentBP
1223,16,2.6,32,16,8,2048,2,12,12,4,4,256,128,8,64,LocalBP
1224,32,1.2,64,16,8,2048,2,2,4,8,12,192,64,8,64,TAGE
1225,32,2.0,64,64,1,256,8,8,2,8,4,192,128,32,32,TournamentBP
1226,4,1.8,128,16,8,128,4,8,8,8,8,192,32,64,64,TournamentBP
1227,32,3.8,32,32,2,512,8,4,4,12,2,32,64,32,16,BiModeBP
1228,1,3.8,32,128,8,512,2,4,2,4,2,128,96,32,16,BiModeBP
1229,1,2.4,16,128,2,256,2,4,8,4,2,64,96,32,16,LocalBP
1230,2,2.4,16,128,8,512,2,4,12,8,4,64,128,64,32,BiModeBP
1231,4,2.8,16,128,1,128,8,4,12,2,4,64,64,16,64,MultiperspectivePerceptron64KB
1232,16,1.0,16,32,2,128,16,2,12,8,4,128,32,64,16,MultiperspectivePerceptron64KB
1233,1,2.2,16,32,1,2048,8,8,12,8,4,64,96,32,64,MultiperspectivePerceptron64KB
1234,1,3.2,16,64,1,2048,8,2,12,2,4,128,128,8,8,MultiperspectivePerceptron64KB
1235,8,1.6,64,64,8,256,16,2,2,2,4,192,96,16,8,MultiperspectivePerceptron64KB
1236,2,1.0,128,32,8,2048,4,8,12,2,4,192,32,32,32,TournamentBP
1237,1,3.0,32,32,4,2048,2,12,2,4,4,192,96,8,64,TournamentBP
1238,16,2.4,32,32,2,256,16,4,12,12,12,64,32,16,64,TournamentBP
1239,1,1.2,32,128,2,128,2,4,8,2,8,192,96,32,32,MultiperspectivePerceptron64KB
1240,32,3.2,64,16,8,1024,16,12,4,12,8,32,96,16,32,MultiperspectivePerceptron64KB
1241,1,3.4,128,64,1,1024,2,12,8,4,12,32,32,8,64,BiModeBP
1242,4,2.2,64,16,1,256,16,4,4,8,8,192,32,16,32,TournamentBP
1243,32,3.0,16,128,8,128,4,12,12,12,12,32,64,16,16,TAGE_SC_L_64KB
1244,2,1.6,64,32,8,256,8,2,12,8,2,256,96,64,64,BiModeBP
1245,32,2.0,128,128,4,2048,16,12,8,4,2,256,96,64,16,TournamentBP
1246,4,2.8,32,128,1,512,4,2,4,12,2,64,96,8,8,TournamentBP
1247,16,1.8,32,128,4,512,8,4,12,8,4,256,96,16,64,BiModeBP
1248,4,3.6,32,16,8,2048,8,2,12,12,4,32,128,32,8,TournamentBP
1249,16,2.8,16,128,4,1024,16,2,8,12,8,64,128,32,32,TAGE
1250,1,1.0,128,16,2,128,4,8,12,4,8,64,16,8,32,TournamentBP
1251,4,1.4,128,128,2,256,8,8,2,12,12,256,32,16,64,LocalBP
1252,16,2.6,32,64,8,512,16,2,12,8,2,256,96,8,8,TAGE_SC_L_64KB
1253,2,1.8,16,16,8,256,2,4,12,2,2,64,128,16,8,TournamentBP
1254,8,2.4,16,32,8,128,16,8,2,12,12,64,64,8,64,TournamentBP
1255,16,1.4,32,128,2,2048,4,12,4,8,4,256,128,32,8,TournamentBP
1256,4,3.6,64,16,4,2048,8,12,4,12,12,256,96,64,8,LocalBP
1257,2,2.8,16,64,4,512,4,8,2,12,4,128,128,64,64,BiModeBP
1258,4,2.4,64,128,1,1024,2,8,12,12,2,32,32,16,16,LocalBP
1259,4,1.4,64,64,1,2048,4,8,4,8,8,256,16,32,64,TAGE_SC_L_64KB
1260,8,2.8,16,32,4,2048,2,2,8,8,4,128,32,64,16,TAGE_SC_L_64KB
1261,4,3.6,32,16,8,128,4,12,12,4,12,64,32,32,32,TAGE_SC_L_64KB
1262,2,2.0,16,64,2,256,2,8,8,4,2,64,16,16,8,LocalBP
1263,4,1.8,128,64,1,2048,4,8,4,4,8,32,96,64,64,LocalBP
1264,4,4.0,128,64,4,1024,8,12,2,2,4,64,32,16,32,TAGE_SC_L_64KB
1265,16,1.6,16,16,2,1024,4,12,8,4,4,128,32,8,32,TAGE_SC_L_64KB
1266,16,3.0,32,32,4,256,8,2,2,8,4,256,32,64,32,LocalBP
